topic_cluster_id,topic_name,topic_cluster_probability,topic_type,topic_volume,X
19,possibly,0.0021008777860536646,Relevant,835.3999514551988,65.86091504479509
10,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
24,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
13,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
14,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
11,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
9,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
4,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
7,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
8,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
16,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
19,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
17,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
6,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
23,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
22,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
18,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
5,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
2,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
21,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
3,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
20,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
15,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
12,realize,0.0021008777860536646,Relevant,940.8264496454688,79.3329489888712
5,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
10,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
2,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
6,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
18,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
19,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
16,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
22,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
3,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
4,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
21,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
11,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
7,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
17,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
24,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
20,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
15,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
8,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
14,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
13,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
9,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
12,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
23,moment,0.0021008777860536646,Relevant,830.52126474627,65.23748702552633
1,terminal,0.037911528232447686,Marker,577.4156789357344,32.89412836325878
1,pcfgs,0.03570730163416279,Marker,877.5711720607937,71.24980801965566
1,parser,0.03649062357585892,Marker,626.5127430021942,39.16804739701144
19,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
5,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
3,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
21,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
10,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
11,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
14,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
24,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
16,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
8,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
22,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
13,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
12,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
23,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
2,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
15,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
20,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
4,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
7,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
6,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
9,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
17,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
18,typical,0.0021008777860536646,Marker,934.4137669430652,78.51349770743478
18,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
6,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
14,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
15,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
12,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
19,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
20,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
22,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
13,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
2,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
8,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
9,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
16,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
17,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
11,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
24,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
5,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
4,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
3,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
21,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
7,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
10,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
23,overall,0.0021008777860536646,Marker,941.0976591031449,79.36760576949548
23,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
24,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
15,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
2,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
20,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
8,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
7,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
9,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
16,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
21,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
19,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
13,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
22,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
17,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
6,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
14,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
3,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
12,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
11,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
5,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
18,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
4,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
10,exact,0.0021008777860536646,Marker,954.2961771133794,81.0541920234036
0,feature,0.010035763959492768,Marker,414.9273613055481,12.130390894914024
0,translation,0.0069320474943045576,Marker,464.44764787673114,18.458391853490163
0,parameter,0.006819290013920318,Marker,475.29819659111456,19.844940426204833
1,tree,0.06446711458326476,Generic,449.7637452845353,16.58199419683512
1,rule,0.061636566218676955,Generic,421.15456463803457,12.926140503522992
1,phrase,0.054252840324673944,Generic,359.82433181102067,5.0889933666386
0,english,0.006103457645188409,Generic,414.7624644952364,12.109319385721141
0,position,0.006086391941317732,Generic,320.3789467086227,0.048424096495622536
0,sequence,0.005913011746526205,Generic,418.6838951825948,12.610423455725343
16,output,0.0021008777860536646,Generic,553.2387663630207,29.804656622912002
16,star,0.0021008777860536646,Generic,561.4577427395853,30.854927006841518
16,tagging,0.0021008777860536646,Generic,549.8582305398289,29.372671361701766
17,certainly,0.0021008777860536646,Generic,885.5384525039153,72.26791517880642
17,specify,0.0021008777860536646,Generic,876.7191080581991,71.1409261411666
17,observe,0.0021008777860536646,Generic,753.4514790973967,55.38904487723049
15,vector,0.0021008777860536646,Generic,494.02728307477514,22.238256083849425
15,class,0.0021008777860536646,Generic,469.6162717644816,19.118869794569715
15,text,0.0021008777860536646,Generic,320.6466382847608,0.08263134099469328
18,metric,0.0021008777860536646,Generic,770.6669735377342,57.5889446125485
18,article,0.0021008777860536646,Generic,636.1681305387344,40.401871064385084
18,difference,0.0021008777860536646,Generic,723.1054376256058,51.5112446297208
13,joint,0.0021008777860536646,Generic,620.3874519902174,38.385320759522585
13,include,0.0021008777860536646,Generic,476.82699157038303,20.0402990714011
13,true,0.0021008777860536646,Generic,543.3808048492396,28.544946830660628
14,matter,0.0021008777860536646,Generic,992.9032662215614,85.98763877422627
14,half,0.0021008777860536646,Generic,874.157972930512,70.81364884401788
14,tend,0.0021008777860536646,Generic,907.5865099910778,75.08534897359985
12,estimate,0.0021008777860536646,Generic,480.52425955165273,20.51275827851729
12,function,0.0021008777860536646,Generic,582.9020416957842,33.595208894260686
12,datum,0.0021008777860536646,Generic,452.1389586740979,16.88551329267819
19,quickly,0.0021008777860536646,Generic,809.2032067748682,62.51333697271719
23,knowledge,0.0021008777860536646,Generic,713.5712750720688,50.29291182198799
22,datum,0.0021008777860536646,Generic,452.1389586740979,16.88551329267819
22,relation,0.0021008777860536646,Generic,525.7942109376688,26.297625766180563
22,question,0.0021008777860536646,Generic,449.50332984216175,16.548716740603137
23,obvious,0.0021008777860536646,Generic,913.5446278376621,75.84671321551106
23,explain,0.0021008777860536646,Generic,788.6950150047638,59.892676508781115
21,noun,0.0021008777860536646,Generic,375.9864471563943,7.154285966493182
21,system,0.0021008777860536646,Generic,454.5339988972345,17.191565980924466
21,query,0.0021008777860536646,Generic,495.01207422261007,22.36409863765894
24,week,0.0021008777860536646,Generic,767.6149914321995,57.19894392744303
24,assumption,0.0021008777860536646,Generic,882.9755230421039,71.94040859081862
24,dynamic,0.0021008777860536646,Generic,768.5810333215068,57.32239058788942
20,regular,0.0021008777860536646,Generic,856.4530614285907,68.55120844406954
19,build,0.0021008777860536646,Generic,468.1724511062195,18.934369680735333
19,appear,0.0021008777860536646,Generic,460.53026915579505,17.957805568199667
20,sure,0.0021008777860536646,Generic,959.8238408929158,81.76055024783173
20,version,0.0021008777860536646,Generic,747.6132506923656,54.6430008314167
5,maybe,0.0021008777860536646,Generic,516.7484868822345,25.141708576333084
5,early,0.0021008777860536646,Generic,523.7952096986209,26.04218132850133
5,left,0.0021008777860536646,Generic,536.8390640671079,27.709003729229238
7,depend,0.0021008777860536646,Generic,641.3475500570734,41.063728536267924
6,sure,0.0021008777860536646,Generic,959.8238408929158,81.76055024783173
4,zero,0.0021008777860536646,Generic,510.0329388722624,24.283555338803218
4,method,0.0021008777860536646,Generic,487.7056088746954,21.43043441786598
4,maximum,0.0021008777860536646,Generic,526.207726701225,26.350467305059965
6,bunch,0.0021008777860536646,Generic,831.1937390781106,65.32341985247774
6,purpose,0.0021008777860536646,Generic,893.4712403091174,73.28161466060045
7,clear,0.0021008777860536646,Generic,789.9449490238849,60.052400618208175
7,sure,0.0021008777860536646,Generic,959.8238408929158,81.76055024783173
2,likelihood,0.0021008777860536646,Generic,525.8954313884856,26.310560326017473
2,compute,0.0021008777860536646,Generic,495.0486091409284,22.368767289925476
2,retrieval,0.0021008777860536646,Generic,544.4504540330956,28.681633056235103
3,leave,0.0021008777860536646,Generic,650.6344688923439,42.250467050136066
3,present,0.0021008777860536646,Generic,837.4412423972419,66.1217635158437
3,imagine,0.0021008777860536646,Generic,684.5399155615273,46.583109566554754
10,term,0.0021008777860536646,Generic,477.03543609484063,20.066935370217376
10,zero,0.0021008777860536646,Generic,510.0329388722624,24.283555338803218
10,prepositional,0.0021008777860536646,Generic,439.4425616703404,15.263091090117795
11,draw,0.0021008777860536646,Generic,891.472206990668,73.02616612362178
11,sure,0.0021008777860536646,Generic,959.8238408929158,81.76055024783173
11,bunch,0.0021008777860536646,Generic,831.1937390781106,65.32341985247774
8,additional,0.0021008777860536646,Generic,669.539590086713,44.66627748507774
8,exist,0.0021008777860536646,Generic,750.1432197348397,54.9662955381816
8,leave,0.0021008777860536646,Generic,650.6344688923439,42.250467050136066
9,size,0.0021008777860536646,Generic,684.3266186226153,46.55585319694639
9,write,0.0021008777860536646,Generic,561.6877976855416,30.884324815685847
9,split,0.0021008777860536646,Generic,654.8213518721939,42.785492215466085
